UI_20150317_000001	{@st41b}可以跟各職業大師{nl}學習特性。{/}
UI_20170420_002643	可兌換特性點數			
UI_20170420_002644	請輸入需要兌換的特性點數			
UI_20170420_002645	扣除銀幣				
UI_20170420_002646	剩餘銀幣				
UI_20170420_002647	{@st66b}兌換	{@st66b}				
UI_20170420_002648	{@st66b}取消	{@st66b}				
UI_20170420_002649	可保管可交易道具。{nl}只有VIP優惠的玩家才可以使用銀幣保管。
UI_20170420_002650	{@st41b}可以再開一次的魔方。{/}	
UI_20170420_002651	{@st41}開啟套裝魔方		
UI_20170420_002652	{@st66b}可以獲得套裝。{/}			
UI_20170510_002653	* 重置前提升的特性等級{nl}重置後會退還特性點數。
UI_20170510_002654	* 確認最後達成的職業等級，{nl} 會發送符合該職業的經驗值卡片到背包。
UI_20170615_002655	{@st42b}雷堤夏的秘密魔方 X %s 開啟
UI_20170615_002656	{@st43}{s22}圖面魔方{/}
UI_20170615_002657	{@st41}選擇後請按確認。{/}
UI_20170615_002658	{@st41b}Receive{/}
UI_20170726_002659	{@st66b}群組設定
UI_20170726_002660	{@st66b}顏色設定
UI_20170726_002661	{@st66d}如果沒有人有VIP優惠，{nl}交換後道具會變成不可交易狀態。{/}
UI_20170726_002662	{@st42b}開始{/}
UI_20170726_002663	開始釣魚，請放上要使用的魚餌。
UI_20170726_002664	請放上魚餌。
UI_20170726_002665	關閉魚桶
UI_20170726_002666	{@st43}魚桶{/}
UI_20170726_002667	{@sti1}道具{/}
UI_20170726_002668	{@st42b}領取道具{/}
UI_20170726_002669	{@st42b}結束釣魚{/}
UI_20170726_002670	{@sti1}釣魚次數{/}
UI_20170726_002671	{@st43}釣魚排名{/}
UI_20170726_002672	{@st59}關閉釣魚排名視窗。{/}
UI_20170726_002673	釣魚點數
UI_20170726_002674	可以移動據點。
UI_20170726_002675	{nl}各個地下城依類別計算進場次數。
UI_20170726_002676	{@st59}關閉副本視窗。{/}
UI_20170726_002677	{@st43}副本{/}
UI_20170726_002678	地下城名稱
UI_20170726_002679	VIP玩家可以追加進場1次。
UI_20170726_002680	進場等級
UI_20170726_002681	難易度
UI_20170726_002682	星
UI_20170726_002683	{@st66b}等級遞增{/}
UI_20170726_002684	{@st66b}等級遞減{/}
UI_20170726_002685	{@st66b}進場次數每天%s點會重置。{/}
UI_20170726_002686	{@st43}{s22}查看地下城位置{/}
UI_20170726_002687	{@st59}關閉查看地下位置視窗。{/}
UI_20170726_002688	{@st43}活動說明{/}
UI_20170726_002689	{@st66b}如果點擊Banner會移動到該活動頁。{/}
UI_20170726_002690	{@st59}關閉活動說明UI。{/}
UI_20170726_002691	{@st59}交換裝備。{/}
UI_20170726_002692	開啟活動Banner。
UI_20170726_002693	{@st66b}於主要畫面顯示破片的數量{/}
UI_20170726_002694	{@st42}死靈之書破片的數量{/}
UI_20170726_002695	{@st66b}於主要畫面顯示毒的量{/}
UI_20170726_002696	{s20}毒的量
UI_20170726_002697	{@st42}毒罐的毒的量{/}
UI_20170726_002698	{@st59}釣魚魚桶{/}
UI_20170726_002699	{@st59}地下城情報(F10){/}
UI_20170726_002700	{@st66b}查看角色基本情報{/}
UI_20170726_002701	{@st66b}於角色下方顯示HP, SP{/}
UI_20170726_002702	{@st66b}Multi Thread使用(Beta){/}
UI_20170726_002703	{@st59}套用Multi Thread更新(Beta)。
UI_20170726_002704	{@st66d}{s18}付費機率型道具{/}
UI_20170726_002705	{@st43d}{s18}- 在網頁下方的機率型道具目錄選單上可以確認內容組成和機率。{/}
UI_20170726_002706	{@st41b}獲得{/}
UI_20170726_002707	{@st59}小幫手{/}
UI_20170726_002708	日時分
UI_20170726_002709	{@st59}新{/}
UI_20170726_002710	{@st59}即將結束{/}
UI_20170726_002711	{@st59}交換期間{/}
UI_20170726_002712	{@st66b}獲得獎勵
UI_20170901_002713	{@st59}翅膀{/}
UI_20170912_002714	{@st43b}冒險日誌
UI_20170912_002715	{@st59}冒險日誌排名{/}
UI_20170912_002716	{@st59}隊伍戰鬥聯盟排名{/}
UI_20170912_002717	{@st59}高地防守排名{/}
UI_20170912_002718	{@st59}主要{/}
UI_20170912_002719	{@st59}怪物{/}
UI_20170912_002720	{@st59}道具{/}
UI_20170912_002721	{@st59}製作{/}
UI_20170912_002722	{@st59}生活{/}	
UI_20170912_002723	{@st59}地下城{/}
UI_20170912_002724	{@st59}成長{/}
UI_20170912_002725	{@st59}探險{/}
UI_20170912_002726	隊伍名稱
UI_20170912_002727	角色名稱
UI_20170912_002728	{img test_cooltime 24 24} 每個月1號分數重置。{/}
UI_20170912_002729	{@st41b}最高排名
UI_20170912_002730	{@st41b}我周圍排名
UI_20170912_002731	{@st43b}總獲得分數 %s分
UI_20170912_002732	{@st66b}查看更多怪物
UI_20170912_002733	{@st66d_y}%s分 / {/}{@st42}%s分{/}
UI_20170912_002734	消滅次數
UI_20170912_002735	{@st41b}棲息地區
UI_20170912_002736	說明
UI_20170912_002737	次類別
UI_20170912_002738	{@st66b}查看更多道具
UI_20170912_002739	關聯特性
UI_20170912_002740	總營收
UI_20170912_002741	{@st66b}詳細資料查看
UI_20170912_002742	名稱遞增排序
UI_20170912_002743	名稱遞減排序
UI_20170912_002744	釣到魚的次數  %s次
UI_20170912_002745	清除次數
UI_20170912_002746	地下城位置
UI_20170912_002747	%s次
UI_20170912_002748	職業分數  %s分
UI_20170912_002749	隊伍等級 %s
UI_20170912_002750	探險
UI_20170912_002751	總探索率 %s %
UI_20170912_002752	- 建議等級
UI_20170912_002753	- 探索率
UI_20170912_002754	種類
UI_20170912_002755	獲得分數 %s 分
UI_20170912_002756	獲得分數 %s分
UI_20170912_002757	狀態
UI_20170912_002758	精神 +6
UI_20170912_002759	冒險日誌排名
UI_20170912_002760	{@st66d_y}%s{/} 戰 {@st66d_y}%s{/} 勝 {@st66d_y}%s{/} 敗
UI_20170912_002761	%s 分
UI_20170912_002762	{@st59}參加{/}
UI_20170912_002763	高地防守排名
UI_20170912_002764	累積點數
UI_20170912_002765	{@st66b}點數商店{/}
UI_20170912_002766	{@st66b}地圖探索
UI_20170912_002767	{@st66b}任務/成就
UI_20170912_002768	{@st66b}圖鑑
UI_20170912_002769	{@st66b}個人商店
UI_20170912_002770	{@st66b}釣魚
UI_20170912_002771	{@st59}劍士系列{/}
UI_20170912_002772	{@st59}法師系列{/}
UI_20170912_002773	{@st59}弓箭手系列{/}
UI_20170912_002774	{@st59}牧師系列{/}
UI_20170912_002775	{@st66b}觀戰{/}
UI_20170912_002776	地區：%s
UI_20170912_002777	地區名稱
UI_20170912_002778	{@st42}{s18}我的角色目錄
UI_20170912_002779	[%s] 獎勵清單
UI_20170912_002780	ⓘ 可以從巴伊寶拉之翼那裡獲得獎勵。
UI_20170912_002781	全部獲得
UI_20170912_002782	領地戰提醒訊息
UI_20170912_002783	目前佔領中的公會
UI_20170912_002784	佔領點數現況
UI_20170912_002785	我的公會
UI_20170912_002786	{@st66d}{s20}%s秒後會回到城市。{/}
UI_20170912_002787	{@st66d}返回城市{/}
UI_20170912_002788	{@st43}{s20}佔領公會{/}
UI_20170912_002789	佔領公會名稱
UI_20170912_002790	{@st41_red}移除的效果{/}
UI_20170912_002791	{@st43}遺物交換{/}
UI_20170912_002792	{@st59}關閉遺物交換{/}
UI_20170912_002793	{@st41b}交換
UI_20170912_002794	開始釣魚，請選擇要使的魚餌。
UI_20170912_002795	{@st43b}{s22}%s 階段魚桶{/}
UI_20170912_002796	{@st66d_y}{s22}%s 階段魚桶{/}
UI_20170912_002797	最大 %s格{nl}釣魚次數 %s次
UI_20170912_002798	{img icon_item_tpBox_30 30 30}{@st43b}{s18}%s TP 升級{/}
UI_20170912_002799	{@st43}圖片 %s{/}
UI_20170912_002800	登錄
UI_20170912_002801	{@st59b}圖片登錄{nl}{@st59s}-透過資料夾開啟按鍵將圖片登錄於資料夾。{nl}-透過更新來更新清單，選擇後確認。
UI_20170912_002802	{@st66b}{s18}開啟資料夾
UI_20170912_002803	開啟圖片登錄的資料夾。
UI_20170912_002804	更新清單。
UI_20170912_002805	{@st41b}{nl}確認
UI_20170912_002806	{@st41b}{nl}取消
UI_20170912_002807	{@st43}公會
UI_20170912_002808	公會會長
UI_20170912_002809	公會創建日
UI_20170912_002810	公會成員
UI_20170912_002811	%s/%s名
UI_20170912_002812	公會資金
UI_20170912_002813	{@st66}公告
UI_20170912_002814	{@st66}告示
UI_20170912_002815	公告
UI_20170912_002816	告示
UI_20170912_002817	公會成員{img %s 13 13}
UI_20170912_002818	等級{img %s 13 13}
UI_20170912_002819	職位{img %s 13 13}
UI_20170912_002820	貢獻度
UI_20170912_002821	{@st66b}{s18}公會權限{/}
UI_20170912_002822	上線 %s名      下線 %s名
UI_20170912_002823	只查看上線人員
UI_20170912_002824	{@st41b}公會邀請
UI_20170912_002825	{@st66d_y}{s18}公會等級{/}
UI_20170912_002826	{@st43b}{s18}公會塔 (%s/1){/}
UI_20170912_002827	公會優惠
UI_20170912_002828	現在透過聖殿騎士的公會塔等級更新公會優惠。
UI_20170912_002829	特性點數: %s
UI_20170912_002830	ⓘ 公會成長只有在公會塔可進行。
UI_20170912_002831	{@st43b}{s18}公會道具{/}
UI_20170912_002832	{@st43b}{s18}公會資金{/}
UI_20170912_002833	備註
UI_20170912_002834	{img icon_item_silver 24 24} 金額
UI_20170912_002835	{img in_arrow 20 20}{@st66b}{s18}存款  {/}
UI_20170912_002836	ⓘ 此道具公會會長可以讓渡給公會成員，此首會歸屬於領取的公會成員。{nl}ⓘ 道具可以在信箱領取。
UI_20170912_002837	{@st43b}{s18}公會戰爭{/}
UI_20170912_002838	中立解除通知
UI_20170912_002839	從中立宣言解除的1天前開始，每當進入地圖就會出現通知訊息。{nl}只有公會會長可以變更選項。
UI_20170912_002840	ⓘ 於公會戰爭途中被破壞的公會塔可以在24小時之後重新建立。{nl}ⓘ 戰爭宣布可以透過對方公會塔宣布。{nl}ⓘ 戰爭宣布後，1個小時後戰爭開始。{nl}ⓘ 如果宣布戰爭，一直到戰爭結束為止都不能解散公會。{nl}ⓘ 如果沒有公會塔就無法戰爭宣布。
UI_20170912_002841	{@st43b}{s18}公會領地戰{/}
UI_20170912_002842	何謂公會領地戰
UI_20170912_002843	是否參加
UI_20170912_002844	未參加
UI_20170912_002845	ⓘ 據點佔領公會固定為參加。{nl}ⓘ 當變更參加與否選項時 
UI_20170912_002846	就無法進行公會會長委任。{nl}ⓘ 參加與否選項只有具有聖殿騎士職業的公會會長可以變更。{nl}ⓘ 參加與否選項在公會領地戰開始5分鐘前一直到結束後1分鐘為止這段時間不能變更。{nl}ⓘ 參加與否選項和公會塔有無設置無關都可以進行變更。
UI_20170912_002847	{@st43b}{s18}佔領優惠{/}
UI_20170912_002848	佔領地區
UI_20170912_002849	地區等級
UI_20170912_002850	發送銀幣(%)
UI_20170912_002851	佔領獎勵
UI_20170912_002852	ⓘ 佔領獎勵每周 %s。{nl}ⓘ 佔領獎勵金從前周市場手續費中發送
UI_20170912_002853	。{nl}ⓘ 佔領獎勵金以銅塊換算發送。{nl}ⓘ 以佔領獎勵金發送的銀幣有上下限限制，上限為%s億。{nl}ⓘ 於Beta發送的佔領勵及發送日程有可以和上述所述不同，請以官網公告內容為準。
UI_20170912_002854	星期二 06:00
UI_20170912_002855	{@st43b}{s18}公會徽章{/}
UI_20170912_002856	{@st41b}{nl}圖案 %s{/}
UI_20170912_002857	ⓘ 公會徽章初次登錄免費。{nl}ⓘ 變更公會徽章時需要使用 %s萬銀幣。{nl}ⓘ 公會徽章只能登錄大小%s的 %s 檔案。{nl}ⓘ 登錄檔案的名稱限以英文和數字命名的檔案。{nl}ⓘ 使用有問題的圖片時可能會受到制裁。
UI_20170912_002858	{@st43b}{s18}基地進場設定{/}
UI_20170912_002859	外部人可進場
UI_20170912_002860	{@st43b}{s18}公會公告{/}
UI_20170912_002861	{@st66}{s18}登錄{/}
UI_20170912_002862	{@st43b}{s18}公會告示{/}
UI_20170912_002863	{@st43b}{s18}簡短佈告欄{/}	
UI_20170912_002864	最多輸入25字。
UI_20170912_002865	ⓘ 簡短佈告欄 1天可登錄3次。
UI_20170912_002866	公會情報
UI_20170912_002867	戰爭
UI_20170912_002868	領地戰
UI_20170912_002869	{@st43}傳送道具
UI_20170912_002870	傳達數量
UI_20170912_002871	殘餘數量
UI_20170912_002872	隊伍名稱 {img %s 13 13}
UI_20170912_002873	數量
UI_20170912_002874	{@st41b}{nl}傳送
UI_20170912_002875	{@st42b}{s20}連續購買
UI_20170912_002876	{@st42b}{s20}關閉
UI_20170912_002877	{@st66}關閉
UI_20170912_002878	{@st59}以該號碼交換裝備。(Alt+Z){/}
UI_20170912_002879	{img monsterbtn_image 29 28}{@st66b}{s16}怪物卡片{/}
UI_20170912_002880	{@st59}開啟怪物卡片視窗{/}
UI_20170912_002881	{@st43}{s22}雷堤夏秘密魔方{/}
UI_20170912_002882	魔方名稱	
UI_20170912_002883	{nl}{img %s 40 40}{@st42b}{s20}開啟魔方
UI_20170912_002884	ⓘ機率性道具的機率可以在官網確認。
UI_20170912_002885	{@st43}裝備怪物卡片{/}
UI_20170912_002886	{@st59}閉閉怪物卡片裝鑲{/}
UI_20170912_002887	{@st59}隊伍內唯一具有聖殿騎士業的公會大師角色{/}
UI_20170912_002888	{@st66b}在最近的城市復活(30秒){/}
UI_20170912_002889	{@st66b}顯示組隊名稱{/}
UI_20170912_002890	{@st66b}獲得圖面材料時彈跳視窗{/}
UI_20170912_002891	{@st43}PVP 設定{/}
UI_20170912_002892	{@st66b}傷害字體大小 (%s){/}
UI_20170912_002893	{@st66b}顯示地板範圍{/}
UI_20170912_002894	{@st66b}使用打擊效果
UI_20170912_002895	{@st66b}隊伍名稱是代表所有角色的名稱，交易、公會加入、對話等使用的公用名稱。{nl}變更隊伍名稱需花費150TP所以取名時請慎重。{/}
UI_20170912_002896	{@st41}%s 分數
UI_20170912_002897	文本
UI_20170912_002898	幾
UI_20170912_002899	{@st66b}%s名
UI_20170912_002900	{@st66b}%s分
UI_20170912_002901	地圖
UI_20170912_002902	類型
UI_20170912_002903	道具類型
UI_20170912_002904	最近獲得的方法
UI_20170912_002905	獲得處
UI_20170912_002906	星星
UI_20170912_002907	商店名稱
UI_20170912_002908	營收
UI_20170912_002909	特性名稱
UI_20170912_002910	魚名
UI_20170912_002911	總共完成 %s次
UI_20170912_002912	地域名稱
UI_20170912_002913	地圖名稱
UI_20170912_002914	請輸入要檢索的角色名稱或是隊伍名稱。
UI_20170912_002915	名字
UI_20170912_002916	任務名稱
UI_20170912_002917	%s個
UI_20170912_002918	%s個
UI_20170912_002919	什麼
UI_20170912_002920	獎勵道具
UI_20170912_002921	莎勒斯修女任務完成獎勵 +1
UI_20170925_002922	{img icon_item_tospoint 24 24}{@st41b}0TP 消耗{nl}無減星解除卡片{/}
UI_20170925_002923	等待排隊總數：%s
UI_20170925_002924	接收信息。
UI_20171128_002925	關閉界面
UI_20171128_002926	檢查週期
UI_20171128_002927	* 每日出席獎勵將自動發送至第一個角色的存貨，以便存取遊戲。{nl}* 附魔券(14天).{nl}* 獎勵只能在出席檢查期間收到。在這段時間之後，不會再有獎勵。{nl}
UI_20171128_002928	{@st66b18}※ 使用TP更改您的團隊名稱將不予退回。{/}
UI_20171128_002929	尺寸%s
UI_20171128_002930	{@st42b}檢查
UI_20171128_002931	更新公會倉庫。
UI_20171128_002932	ⓘ Spot rewards are %s every week.{nl}ⓘ The rewards include  
UI_20171128_002933	 of your Market fees of the previous week.{nl}ⓘ Spot rewards are delivered as Guild War items.{nl}ⓘ The maximum possible amount rewarded is %s hundred million Silver.{nl}ⓘ Please check our official website for more information.
UI_20171128_002934	自動配對%s
UI_20171128_002935	{@st41b}立即進入%s
UI_20171128_002936	{@st43}{#ffcc33}{s24}清除
UI_20171128_002937	{@ST43}已清除 : 
UI_20171128_002938	{@st43b}{s18}接收獎勵
UI_20171128_002939	{@st66d_y}多重效果獎勵 x
UI_20171128_002940	{img icon_item_silver 24 24} 銀幣
UI_20171128_002941	{img icon_item_cube3 25 25} 魔方
UI_20171128_002942	{img test_indun_exp 30 15} 經驗值
UI_20171128_002943	{img test_indun_exp 30 15} 職業經驗值
UI_20171128_002944	{@st41b}返回
UI_20171128_002945	返回入口地圖。
UI_20171128_002946	副本清除完成率
UI_20171128_002947	{@st59}特殊服裝{/}
UI_20171128_002948	{@st43}物品分解{/}
UI_20171128_002949	{@st43}{#ffcc33}物品分解完成{/}
UI_20171128_002950	{@st41b}分解成本{/}
UI_20171128_002951	{@st41b}物品分解{/}
UI_20171128_002952	物品重新鑑定
UI_20171128_002953	物品重新鑑定
UI_20171128_002954	{@st43b}{s18}放置您想要重新鑑定的物品。
UI_20171128_002955	{@st43b}{s18}當前選項
UI_20171128_002956	{@st43b}{s18}更改前
UI_20171128_002957	{@st43b}{s18}更改後
UI_20171128_002958	{@st43b}{s18}材料
UI_20171128_002959	{@st59}變更寵物名稱{/}
UI_20171128_002960	{@st43}傳送門商店{/}
UI_20171128_002961	{@st59}關閉傳送門商店介面{/}
UI_20171128_002962	選定的傳送門數量 %s/%s 
UI_20171128_002963	{@st59}關閉傳送門擺攤介面{/}
UI_20171128_002964	您想撤消最後一次轉職嗎?{/}
UI_20171128_002965	如果您撤消當前的轉職，您當前的職業經驗值將會消失。{/}
UI_20171128_002966	* Rank下降只能在同一Rank中使用一次。{nl}不能連續使用。
UI_20171128_002967	* 最後, Rank下降不能用於比已經使用的Rank低{nl}的Rank。
UI_20171128_002968	* 移除或調整職業{nl}的技能 和特性 將被轉換為點數。
UI_20171128_002969	* 如果職業被完全移除，Rank等級提升收到的{nl}級別專屬服飾將被移除。
UI_20171128_002970	* 使用後，您將返回小屋。
UI_20171128_002971	{@st59}Rank資訊 {/}
UI_20171128_002972	{@st66b}狀態特效簡化{/}
UI_20171128_002973	{@st66b}模組簡化{/}
UI_20171128_002974	{@st59}出席獎勵確認{/}
UI_20171128_002975	返回到前一個職業.
UI_20171128_002976	地圖名稱
UI_20171128_002977	{@st42b}使用
UI_20171128_002978	獨特副本入場券消耗量 -2
UI_20180108_002979	{@st59}時裝特效{/}
UI_20180115_002980	{@st66b}{s16}*只有當有交易次數時，物品才可以交易。{/}{/}
UI_20180115_002981	{s16}{@st66b}*{/}{@st66d_y}沒有交易次數{/}{@st66b} 意味著 {/} {@st66d_y}所有物品交易後 {nl}不能再進行交易或通過團隊倉庫傳送{/}{@st66b}.{/}{/}
UI_20180115_002982	{s16}{@st66b}*{/}{@st66d_y}活動 Tokens 沒有提供交易次數。{nl}{/} {@st66b}交易前請務必確認交易次數。{/}{/}
UI_20180115_002983	{@st66d_y}物品將變為不可交易{/}
UI_20180115_002984	{@st42}所有物品將保持可交易 (交易 YES, 團隊倉庫 YES){/}
UI_20180115_002985	{@st66d}以下物品將變為{nl}  {@st66d_y}不可交易 (交易 NO, 團隊倉庫 NO){/}.{/}
UI_20180115_002986	{@st42}不可交易物品 (交易 NO, 團隊倉庫 NO){/}
UI_20180208_002987	{@st59}關閉{/}
UI_20180208_002988	獲取物品
UI_20180208_002989	伺服器
UI_20180208_002990	角色名稱
UI_20180208_002991	原因
UI_20180208_002992	{@st43}{s24}舉報有問題的玩家
UI_20180208_002993	{@st41b}舉報
UI_20180208_002994	舉報.
UI_20180208_002995	取消.
UI_20180208_002996	{@st59b}物品超越{nl}{@st59s}- 以與鐵砧增強不同的方式增強物品的性能{nl}- 可超越項目 : 武器，盔甲，飾品{nl}- 超越成功機率 = 材料數量/所需最大{nl}- 如果成功，超越級別增加1（最多10）{nl}- 如果失敗，超越等級連同潛力減1 （超越等級不低於1）{nl}- 超越物品不能交易{/}
UI_20180208_002997	超越成功機率100％
UI_20180208_002998	 *如果成功率不是100％，超越可能會失敗。{nl}潛力
UI_20180208_002999	提取祝福碎片
UI_20180208_003000	{@st59b}提取祝福碎片{nl}{@st59s}- 從超越物品中提取祝福碎片{nl}- 提取材料：拆卸錘子。{nl}- 提取祝福碎片將會刪除該物品，但保留部分祝福碎石作為祝福碎片。{nl} :用於超越的90％的祝福石可以退回。{nl}- 您的物品必須超越至少第2階段才能提取碎片。{/}
UI_20180208_003001	祝福的碎片提取結果
UI_20180208_003002	{@st43b}{s18}應用效果{/}
UI_20180208_003003	{@st43b}{s20}應用效果{/}
UI_20180208_003004	{@st59}顯示怪物卡申請選項{/}
UI_20180208_003005	*如果有的話，你不能降RANK{nl}未使用的RANK卡片或職業EXP卡片。
UI_20180208_003006	*武器交換等常用屬性也將重置，{nl}和特性點將被返回。
UI_20180208_003007	{@st43}{s22}增加插槽{/}
UI_20180208_003008	{@st59}取消{/}
UI_20180208_003009	{@st41}{s20}現在插槽:{@st43} %s / {@st43}%s
UI_20180208_003010	{@st41}{s20}新插槽價格: %s
UI_20180208_003011	{@st41b}增加插槽{/}
UI_20180208_003012	{@st59}增加插槽.{/}
UI_20180208_003013	{@st59}轉職資訊{/}
UI_20180208_003014	{@st66b}顯示掉落物品名稱{/}
